Head,Neck,Right Shoulder,Right Elbow,Right Wrist,Left Shoulder,Left Elbow,Left Wrist,Right Hip,Right Knee,Right Ankle,Left Hip,Left Knee,Left Ankle,Chest
"(438, 187)","(406, 229)","(422, 240)",,"(328, 240)","(391, 229)","(344, 271)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)",,"(391, 386)","(375, 271)"
"(438, 187)","(406, 229)","(406, 240)",,"(328, 240)","(391, 229)","(344, 271)","(328, 240)","(360, 313)","(438, 333)","(391, 406)","(344, 313)",,"(391, 386)","(375, 281)"
"(438, 187)","(422, 229)","(422, 240)","(344, 271)","(328, 250)","(406, 240)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(360, 313)",,"(391, 386)","(375, 281)"
"(438, 187)","(422, 219)","(406, 229)","(344, 260)","(328, 240)","(406, 229)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 302)",,"(391, 386)","(375, 271)"
"(438, 177)","(406, 219)","(422, 229)","(344, 260)",,"(391, 229)","(344, 260)","(438, 208)","(344, 302)","(438, 333)","(391, 406)","(344, 302)","(422, 323)","(391, 386)","(375, 260)"
"(438, 166)","(422, 208)","(422, 219)",,,"(391, 219)","(344, 250)","(328, 240)","(360, 292)","(438, 333)","(391, 406)","(360, 292)","(422, 333)","(391, 386)","(375, 260)"
"(438, 156)","(422, 198)","(406, 208)","(391, 250)","(406, 187)","(406, 208)","(360, 240)","(438, 187)","(360, 281)","(438, 333)","(391, 396)","(360, 281)","(406, 333)","(391, 386)","(375, 250)"
,"(422, 177)","(406, 198)","(391, 229)","(422, 177)","(422, 198)","(391, 229)","(422, 177)","(360, 271)","(422, 333)","(391, 396)","(360, 271)","(422, 333)",,"(391, 229)"
"(422, 125)","(422, 177)","(406, 187)","(391, 229)","(406, 166)","(422, 187)","(453, 219)","(422, 166)","(360, 260)","(422, 333)","(391, 396)","(360, 260)","(406, 333)","(391, 396)","(391, 229)"
"(422, 114)","(422, 156)","(422, 177)","(438, 208)",,"(406, 166)","(391, 208)","(391, 229)","(375, 250)","(422, 323)","(391, 396)","(360, 250)","(406, 323)","(375, 375)","(391, 208)"
"(422, 93)","(406, 146)","(406, 156)","(438, 208)",,"(406, 156)","(391, 198)","(422, 208)","(375, 250)","(406, 323)","(391, 396)","(360, 250)","(406, 323)","(391, 386)","(391, 208)"
"(422, 83)","(406, 135)","(406, 156)","(422, 198)",,"(406, 146)","(391, 198)","(422, 208)","(375, 240)","(406, 313)","(391, 396)","(375, 240)","(406, 313)","(391, 396)","(391, 198)"
"(422, 83)","(406, 125)","(406, 146)","(422, 208)","(438, 250)","(406, 146)","(406, 198)","(422, 240)","(391, 240)","(406, 313)","(391, 396)","(375, 240)","(406, 302)","(391, 365)","(391, 198)"
"(422, 83)","(406, 125)","(391, 146)","(406, 198)","(406, 125)",,"(406, 198)","(406, 125)","(391, 240)","(391, 313)",,"(391, 240)","(391, 313)","(391, 396)","(406, 187)"
"(422, 83)","(406, 125)","(375, 146)","(406, 198)","(391, 260)","(406, 146)","(406, 208)","(391, 260)","(375, 260)","(344, 333)","(375, 396)","(375, 260)","(391, 333)","(391, 396)","(391, 198)"
"(422, 83)","(406, 125)","(391, 156)","(375, 198)","(375, 250)","(406, 146)","(406, 187)","(375, 250)","(406, 250)","(391, 333)","(391, 396)","(406, 250)","(391, 333)","(391, 396)","(391, 198)"
"(422, 83)","(406, 125)","(391, 146)","(375, 198)","(360, 250)","(406, 146)","(406, 187)","(360, 250)","(391, 240)","(391, 313)","(391, 396)","(406, 240)","(391, 323)","(391, 396)","(406, 187)"
"(422, 83)","(406, 125)","(391, 146)","(375, 198)","(360, 250)","(406, 146)","(406, 187)","(360, 240)","(406, 240)","(391, 313)","(391, 396)","(391, 240)","(391, 323)","(391, 396)","(406, 187)"
"(422, 83)","(406, 125)","(391, 146)","(391, 187)","(406, 125)","(406, 146)","(406, 187)","(375, 250)","(406, 240)","(391, 313)",,"(406, 240)","(391, 323)","(391, 396)","(391, 198)"
,,"(375, 250)","(391, 177)","(406, 125)","(375, 260)","(406, 166)","(406, 125)","(391, 260)",,,"(391, 260)",,,
"(406, 83)","(406, 125)","(406, 146)","(406, 187)","(406, 125)","(406, 135)","(406, 187)","(406, 125)","(391, 240)","(406, 313)","(391, 396)","(391, 240)","(391, 313)","(391, 396)","(406, 198)"
"(422, 83)","(406, 125)","(406, 146)","(422, 198)",,"(406, 146)","(391, 187)","(422, 198)","(391, 240)","(406, 313)","(391, 396)","(375, 240)","(406, 313)","(391, 386)","(391, 187)"
"(422, 83)","(406, 125)","(406, 146)","(422, 208)","(453, 240)","(406, 146)","(391, 198)","(406, 219)","(391, 240)","(406, 323)","(391, 396)","(375, 240)","(406, 313)","(391, 386)","(391, 198)"
"(422, 93)","(406, 135)","(406, 156)","(438, 208)","(438, 219)","(391, 156)","(391, 198)","(406, 208)","(375, 250)","(422, 323)","(391, 396)","(375, 250)","(406, 323)","(391, 386)","(391, 208)"
"(422, 104)","(406, 146)","(406, 166)","(438, 219)",,"(406, 166)","(391, 208)","(422, 219)","(375, 250)","(422, 323)","(391, 396)","(375, 250)","(406, 323)","(375, 375)","(391, 208)"
"(422, 114)","(406, 156)","(422, 177)","(453, 219)",,"(406, 177)","(391, 208)","(422, 219)","(360, 260)","(422, 333)","(391, 396)","(360, 260)","(406, 323)","(375, 375)","(391, 219)"
"(422, 125)","(406, 166)","(406, 187)","(453, 219)",,"(406, 187)",,,"(360, 271)","(422, 333)","(391, 396)","(360, 271)","(422, 333)","(375, 375)","(391, 229)"
"(422, 135)","(406, 177)","(406, 198)","(453, 229)",,"(406, 198)","(360, 229)",,"(360, 281)","(438, 333)","(391, 396)","(360, 271)","(422, 333)","(391, 386)","(391, 240)"
"(422, 146)","(422, 187)","(406, 208)","(453, 240)","(360, 250)","(406, 208)","(360, 240)","(375, 260)","(360, 281)","(438, 333)","(391, 396)","(375, 281)","(422, 333)","(391, 396)","(375, 250)"
"(422, 156)","(422, 198)","(406, 208)","(375, 250)",,"(406, 208)","(344, 240)",,"(360, 292)","(438, 333)","(391, 396)","(360, 292)","(406, 333)","(391, 386)","(375, 250)"
"(438, 166)","(406, 208)","(406, 219)",,"(344, 260)","(406, 219)","(344, 250)","(344, 260)","(344, 302)","(438, 333)","(391, 396)","(360, 292)","(406, 333)","(391, 386)","(375, 260)"
"(438, 177)","(406, 219)","(406, 229)","(453, 250)","(328, 240)","(391, 229)","(344, 260)","(328, 240)","(344, 302)","(438, 333)","(391, 396)","(344, 302)","(360, 375)","(391, 386)","(375, 260)"
"(438, 177)","(406, 219)","(406, 229)","(360, 271)","(328, 240)","(406, 229)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 396)","(344, 313)","(360, 375)","(391, 386)","(375, 271)"
"(438, 198)","(406, 229)","(406, 240)","(453, 260)","(328, 250)","(391, 240)","(344, 260)","(328, 240)","(344, 313)","(422, 333)","(391, 406)","(344, 313)","(360, 375)","(391, 386)","(375, 281)"
"(438, 187)","(422, 229)","(422, 250)","(344, 260)","(328, 240)","(406, 240)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)",,"(391, 386)","(375, 281)"
"(438, 187)","(422, 229)","(406, 240)","(344, 260)","(328, 240)","(406, 240)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)",,"(391, 386)","(375, 281)"
"(438, 198)","(406, 229)","(422, 240)","(453, 260)","(328, 240)","(391, 240)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)","(360, 375)","(375, 386)","(375, 281)"
"(438, 177)","(406, 219)","(406, 240)","(453, 260)","(328, 240)","(391, 229)","(344, 250)","(375, 281)","(344, 313)","(438, 333)","(391, 406)","(344, 313)","(360, 375)","(391, 386)","(375, 271)"
"(438, 177)","(406, 219)","(422, 229)","(453, 250)",,"(375, 229)","(344, 250)","(375, 260)","(344, 302)","(438, 333)","(391, 406)","(344, 302)","(422, 323)","(391, 386)","(375, 260)"
"(438, 156)","(406, 198)","(406, 219)","(344, 240)","(344, 240)","(406, 219)","(344, 240)","(344, 240)","(344, 292)","(438, 333)","(391, 396)","(360, 292)","(406, 333)","(391, 386)","(375, 250)"
"(422, 146)","(422, 187)","(406, 208)","(391, 250)","(406, 177)","(422, 208)","(360, 240)",,"(360, 281)","(422, 333)","(391, 396)","(360, 281)","(422, 333)","(391, 396)","(391, 240)"
,,"(406, 198)",,"(406, 177)",,,"(422, 177)","(360, 271)","(422, 333)","(391, 406)","(360, 271)","(422, 333)","(391, 396)",
"(422, 114)","(422, 166)","(406, 177)","(438, 219)",,"(406, 177)","(391, 219)","(375, 240)","(360, 260)","(422, 323)","(391, 396)","(360, 260)","(406, 323)","(375, 386)","(391, 219)"
"(422, 104)","(406, 156)","(406, 166)","(438, 229)","(438, 219)","(406, 166)","(391, 208)","(422, 219)","(360, 250)","(406, 323)","(391, 396)","(360, 250)","(406, 323)","(391, 386)","(391, 208)"
"(422, 93)","(406, 135)","(406, 156)","(422, 208)","(453, 229)","(391, 156)","(391, 198)","(406, 208)","(375, 250)","(406, 323)","(391, 396)","(360, 240)","(406, 313)","(391, 396)","(391, 198)"
"(422, 83)","(406, 125)","(406, 146)","(422, 208)","(453, 250)","(406, 146)","(391, 198)","(406, 229)","(391, 240)","(406, 313)","(391, 396)","(375, 240)","(406, 313)","(391, 365)","(391, 198)"
"(422, 83)","(422, 125)","(406, 146)","(406, 208)","(422, 260)","(406, 146)","(406, 198)","(406, 240)","(391, 240)","(391, 313)","(391, 396)","(375, 229)","(391, 302)","(391, 365)","(406, 187)"
,,"(391, 208)","(406, 187)","(406, 125)",,"(406, 198)","(391, 260)","(375, 250)","(360, 344)","(391, 396)","(375, 250)","(391, 333)","(391, 396)",
"(422, 83)","(406, 125)","(391, 146)","(391, 198)","(375, 250)","(406, 146)","(391, 198)","(391, 250)","(406, 250)","(391, 323)","(391, 396)","(406, 229)","(406, 323)",,"(375, 198)"
"(422, 83)","(406, 125)","(391, 146)","(375, 198)","(360, 250)","(406, 146)","(406, 187)",,"(406, 240)","(391, 323)","(391, 396)","(406, 240)","(391, 323)","(391, 396)","(406, 198)"
"(422, 83)","(406, 125)","(391, 146)","(375, 198)","(360, 250)","(406, 146)","(406, 187)","(360, 240)","(406, 250)","(391, 323)","(391, 396)","(406, 240)","(391, 323)","(391, 396)","(406, 198)"
"(422, 83)","(406, 125)","(391, 146)","(391, 198)","(375, 250)","(406, 146)","(391, 198)","(375, 240)","(406, 250)","(391, 323)","(391, 396)","(406, 250)","(391, 323)","(391, 396)","(406, 198)"
,"(391, 156)","(391, 156)","(391, 198)","(406, 125)","(406, 156)","(391, 198)","(406, 125)","(375, 260)","(391, 323)",,"(375, 260)","(391, 333)","(391, 396)","(391, 208)"
,,"(391, 146)","(406, 198)","(406, 260)","(406, 146)","(406, 198)","(406, 125)","(406, 250)","(391, 323)","(391, 396)","(391, 240)","(391, 323)","(391, 396)","(406, 198)"
"(406, 83)","(406, 125)","(406, 146)","(406, 198)","(438, 260)","(406, 146)","(406, 198)","(422, 271)","(391, 240)","(406, 313)","(391, 396)","(375, 229)","(406, 313)","(391, 365)","(406, 187)"
"(406, 83)","(406, 125)","(406, 146)","(422, 208)","(453, 250)","(406, 146)","(391, 198)","(391, 219)","(391, 240)","(406, 323)","(391, 396)","(375, 240)","(406, 313)","(391, 386)","(391, 198)"
"(422, 93)","(406, 146)","(406, 156)","(422, 208)","(406, 146)","(406, 156)","(422, 198)","(406, 146)","(375, 250)","(422, 323)","(391, 396)","(375, 250)","(406, 323)","(391, 386)","(391, 198)"
"(422, 104)","(406, 146)","(406, 166)","(438, 219)","(438, 219)","(391, 166)","(391, 198)","(406, 219)","(375, 260)","(422, 323)","(391, 396)","(360, 250)","(406, 323)","(391, 386)","(391, 208)"
"(422, 114)","(406, 156)","(406, 177)","(438, 229)",,"(406, 166)","(391, 208)","(406, 219)","(360, 260)","(422, 333)","(391, 396)","(360, 260)","(406, 323)","(391, 386)","(391, 219)"
"(422, 125)","(406, 166)","(406, 187)","(438, 229)","(469, 240)","(406, 177)","(391, 219)","(391, 240)","(360, 271)","(422, 333)","(391, 396)","(360, 271)","(422, 333)","(375, 375)","(391, 229)"
"(422, 135)","(406, 177)","(406, 198)","(453, 229)",,"(391, 198)","(360, 229)",,"(360, 271)","(438, 333)","(391, 396)","(360, 271)","(422, 333)","(391, 386)","(391, 229)"
"(422, 146)","(406, 187)","(406, 198)","(453, 240)",,"(406, 198)","(360, 229)","(360, 250)","(360, 281)","(438, 333)","(391, 396)","(375, 281)","(422, 333)","(391, 386)","(391, 240)"
"(422, 146)","(406, 187)","(406, 208)","(453, 240)","(344, 250)","(406, 208)","(344, 240)","(344, 250)","(360, 292)","(438, 333)","(391, 396)","(360, 281)","(422, 333)","(391, 386)","(375, 250)"
"(438, 156)","(406, 198)","(406, 219)","(453, 240)","(344, 260)","(406, 208)","(344, 250)","(360, 260)","(360, 292)","(438, 333)","(391, 396)","(344, 292)","(406, 333)","(391, 386)","(375, 250)"
"(422, 166)","(406, 208)","(406, 219)","(453, 250)","(328, 240)","(406, 219)","(344, 260)","(328, 240)","(344, 302)","(438, 333)","(391, 396)","(344, 302)","(375, 365)","(391, 386)","(375, 260)"
"(438, 177)","(406, 219)","(422, 229)","(453, 250)","(328, 240)","(391, 229)","(344, 260)","(360, 260)","(344, 302)","(438, 333)","(391, 406)","(344, 302)","(360, 375)","(375, 386)","(375, 271)"
"(438, 187)","(406, 219)","(422, 240)","(344, 260)","(328, 250)","(406, 229)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)","(360, 375)","(391, 386)","(375, 271)"
"(438, 187)","(406, 229)","(422, 240)","(344, 260)","(328, 250)","(391, 240)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)","(360, 375)","(375, 386)","(375, 271)"
"(438, 187)","(422, 229)","(422, 240)","(344, 271)","(328, 250)","(406, 240)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)","(375, 375)","(391, 386)","(375, 281)"
"(438, 187)","(422, 229)","(406, 240)","(344, 260)","(328, 240)","(406, 240)","(360, 260)",,"(344, 313)","(438, 333)","(391, 406)","(360, 313)","(375, 375)","(391, 386)","(375, 281)"
"(422, 187)","(422, 219)","(406, 240)","(344, 260)","(328, 240)","(406, 240)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)","(360, 375)","(391, 386)","(375, 271)"
"(438, 177)","(422, 219)","(422, 229)","(344, 250)","(360, 281)","(406, 229)","(344, 250)",,"(344, 302)","(438, 333)","(391, 406)","(360, 302)","(375, 375)","(391, 396)","(375, 271)"
"(438, 166)","(422, 208)","(422, 219)","(375, 260)",,"(406, 219)","(360, 240)","(375, 281)","(360, 292)","(438, 333)","(391, 406)","(344, 292)","(406, 333)","(391, 386)","(375, 260)"
"(422, 156)","(422, 198)","(406, 208)","(375, 240)","(406, 187)","(422, 208)","(360, 240)","(422, 198)","(360, 292)","(438, 333)","(391, 406)","(360, 281)","(406, 333)","(391, 396)","(375, 250)"
,,,,"(422, 177)",,,"(422, 177)","(360, 271)","(438, 333)","(391, 396)","(360, 271)","(422, 333)",,
,"(422, 177)","(406, 187)",,"(406, 166)","(422, 187)",,"(422, 166)","(360, 260)","(422, 333)","(391, 396)","(360, 260)","(406, 333)",,"(391, 229)"
"(422, 114)","(406, 156)","(406, 166)","(453, 208)",,"(406, 166)","(391, 208)",,"(375, 250)","(422, 323)","(391, 396)","(360, 250)","(406, 323)","(375, 375)","(391, 208)"
,"(406, 156)","(406, 156)","(391, 208)","(406, 135)","(406, 156)","(438, 198)","(422, 135)","(375, 250)","(406, 323)","(391, 396)","(375, 250)","(406, 323)","(391, 396)","(391, 198)"
"(406, 83)","(406, 135)","(406, 156)","(438, 198)",,"(406, 146)","(438, 198)","(391, 396)","(375, 240)","(406, 313)","(391, 396)","(375, 240)","(406, 313)","(391, 396)","(391, 198)"
"(406, 83)","(406, 125)","(406, 146)","(422, 198)","(406, 125)","(406, 146)","(438, 198)","(406, 146)","(391, 240)","(391, 313)","(391, 396)","(391, 240)","(391, 313)","(391, 396)","(406, 187)"
"(406, 83)","(406, 125)","(391, 146)","(422, 198)","(406, 125)","(422, 146)","(422, 187)","(438, 250)","(391, 240)","(391, 313)","(391, 396)","(391, 229)","(391, 313)","(391, 396)","(406, 187)"
"(406, 83)","(406, 125)","(391, 146)","(406, 198)","(406, 125)","(406, 135)","(406, 208)","(406, 135)","(406, 240)","(391, 323)","(391, 396)","(391, 240)","(391, 323)","(391, 396)","(406, 198)"
,,"(391, 208)","(406, 198)","(406, 125)",,"(406, 198)","(406, 125)","(391, 260)","(391, 333)","(391, 396)","(391, 260)","(391, 333)","(391, 396)",
,,,"(391, 177)","(406, 125)",,"(406, 187)","(406, 125)","(406, 250)","(391, 323)","(391, 396)","(422, 240)","(391, 333)","(391, 396)",
,,"(406, 166)","(375, 198)","(406, 125)",,"(375, 198)","(360, 250)","(406, 250)","(391, 323)","(391, 396)","(406, 250)","(391, 323)","(391, 396)","(406, 198)"
,,"(406, 166)","(391, 187)","(406, 125)",,"(391, 187)","(360, 250)","(406, 250)","(391, 323)","(391, 396)","(406, 250)","(391, 323)","(391, 396)","(406, 198)"
,,"(391, 240)","(391, 187)","(406, 125)",,"(406, 208)","(406, 125)","(406, 250)","(391, 323)",,"(422, 250)","(391, 323)","(391, 396)",
,,"(406, 208)","(391, 177)","(406, 125)",,"(406, 177)","(406, 125)","(391, 250)","(391, 333)",,"(391, 260)","(391, 333)","(391, 396)",
,,"(391, 229)","(406, 198)","(406, 125)","(391, 229)","(406, 198)","(406, 125)","(391, 240)","(391, 313)","(391, 396)","(391, 240)","(391, 313)","(391, 386)",
"(422, 83)","(406, 125)","(406, 146)","(422, 198)",,"(406, 146)","(391, 187)","(406, 219)","(391, 240)","(406, 313)","(391, 396)","(375, 229)","(406, 313)","(391, 386)","(391, 187)"
"(422, 83)","(406, 125)","(406, 156)","(422, 198)","(438, 229)","(406, 146)","(391, 187)","(406, 208)","(391, 240)","(406, 323)","(391, 396)","(375, 240)","(406, 313)","(391, 386)","(391, 198)"
"(422, 93)","(406, 135)","(406, 156)","(438, 208)","(453, 229)","(391, 156)","(391, 198)","(406, 208)","(375, 250)","(406, 323)","(391, 396)","(375, 250)","(406, 323)","(391, 386)","(391, 208)"
"(422, 104)","(406, 146)","(406, 166)","(438, 219)",,"(391, 166)","(391, 198)","(422, 146)","(375, 250)","(422, 323)","(391, 396)","(360, 250)","(406, 323)","(375, 375)","(391, 208)"
"(422, 125)","(406, 166)","(406, 177)","(438, 219)","(406, 156)","(406, 177)","(438, 219)","(422, 156)","(360, 260)","(422, 333)","(391, 396)","(360, 260)","(422, 333)","(391, 386)","(391, 219)"
"(422, 125)","(406, 166)","(406, 187)","(438, 229)","(406, 166)","(406, 187)","(438, 229)","(438, 166)","(360, 271)","(422, 333)","(391, 396)","(360, 271)","(406, 333)","(375, 375)","(391, 229)"
"(422, 135)","(422, 177)","(406, 198)","(438, 229)","(406, 177)","(406, 198)","(360, 229)","(438, 177)","(360, 281)","(422, 333)","(391, 396)","(360, 271)","(422, 333)","(391, 386)","(391, 240)"
"(422, 146)","(422, 187)","(406, 208)","(391, 250)",,"(422, 208)","(344, 240)","(375, 271)","(360, 281)","(438, 333)","(391, 396)","(360, 281)","(422, 333)","(391, 386)","(375, 250)"
"(422, 156)","(422, 198)","(406, 219)","(453, 250)",,"(406, 219)","(344, 240)","(375, 271)","(344, 292)","(438, 333)","(391, 396)","(360, 292)","(406, 333)","(391, 386)","(375, 260)"
"(438, 166)","(422, 208)","(422, 229)","(453, 260)",,"(391, 219)","(344, 250)","(360, 271)","(344, 302)","(438, 333)","(391, 406)","(344, 302)","(406, 333)","(391, 386)","(375, 260)"
"(438, 177)","(406, 219)","(422, 240)","(453, 271)","(328, 240)","(406, 229)","(344, 260)","(328, 240)","(344, 302)","(438, 333)","(391, 406)","(344, 302)","(360, 375)","(391, 386)","(375, 271)"
"(438, 187)","(406, 219)","(422, 240)","(453, 271)","(453, 260)","(391, 229)","(344, 260)","(328, 240)","(344, 313)","(438, 333)","(391, 406)","(344, 313)","(360, 375)","(375, 386)","(375, 271)"
"(438, 187)","(422, 229)","(406, 240)","(344, 260)","(344, 240)","(406, 240)","(344, 260)","(375, 302)","(344, 313)","(438, 333)","(391, 406)","(344, 313)",,"(391, 386)","(375, 281)"
"(438, 187)","(422, 229)","(406, 240)","(375, 281)","(360, 302)","(422, 250)","(344, 260)","(375, 302)","(344, 313)","(438, 333)","(391, 406)","(360, 313)",,"(391, 386)","(375, 281)"
"(438, 187)","(422, 229)","(406, 240)","(391, 281)","(360, 302)","(422, 240)","(375, 281)","(375, 302)","(344, 313)","(438, 333)","(391, 406)","(360, 313)",,"(391, 386)","(391, 271)"
"(438, 187)","(422, 219)","(422, 240)","(344, 260)","(328, 250)","(406, 240)","(344, 260)","(375, 292)","(344, 313)","(438, 333)","(391, 406)","(344, 313)","(360, 375)","(391, 386)","(375, 271)"
"(438, 187)","(422, 219)","(406, 229)","(344, 260)","(328, 240)","(422, 229)","(344, 250)","(438, 198)","(344, 302)","(438, 333)","(391, 406)","(344, 302)",,"(391, 386)","(375, 271)"
,"(422, 208)","(422, 219)","(360, 250)","(422, 198)","(422, 219)","(344, 240)","(438, 198)","(344, 292)","(438, 333)","(391, 396)","(375, 292)","(422, 333)","(391, 386)","(391, 260)"
,"(422, 208)","(422, 208)","(344, 240)","(422, 187)","(422, 208)","(344, 240)","(438, 187)","(360, 281)","(438, 333)","(391, 396)","(360, 281)","(406, 333)","(391, 386)","(391, 250)"
,,"(406, 198)",,"(438, 166)",,,"(438, 177)","(360, 271)","(422, 333)","(391, 396)","(360, 271)","(422, 333)","(391, 396)",
,"(422, 177)","(422, 187)","(438, 219)","(422, 166)","(422, 187)","(438, 219)",,"(360, 260)","(422, 333)","(391, 396)","(360, 260)","(406, 333)",,"(391, 229)"
"(422, 114)","(422, 156)","(422, 177)","(438, 208)","(406, 146)","(406, 177)","(391, 208)",,"(360, 250)","(422, 323)","(391, 396)","(360, 250)","(406, 323)",,"(391, 219)"
